Title,Price,Area,BHK,Bathrooms,Furnished,Balconies,Floor,Ownership,Facing,Amenities,Transaction Type,Property Type,Location,Year of Construction,Is Luxury,Description,Property Image
2BHK Multistorey Apartment for Rent in Lodha Park at Worli,1.4 Lac,1157 12800,2,2,Semi-Furnished,1,69,,North,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2011,F,"2 BHK, Multistorey Apartment is available for Rent in Worli, Mumbai for 1.40 Lac(s)",68431035_1_PropertyImage780-1036072699411.jpg
2BHK Multistorey Apartment for Rent in Rohan Lifespace Mirage at Matunga,"90,000",876 12800,2,2,Furnished,,7,,West,Main Road,Rent,Apartment,Mumbai,1990,F,"2 BHK, Multistorey Apartment is available for Rent in Matunga, Mumbai for 90,000",68441981_1_hatsAppImage20230803at1.10.25PM.jpeg
1BHK Multistorey Apartment for Rent in Marwadi Wadi at Parel,"25,000",515 12800,1,2,Unfurnished,,31,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Parel, Mumbai for 25,000",68442323_1_PropertyImage220-08585441366614.jpg
1BHK Multistorey Apartment for Rent in Chembur East,"45,000",650 12800,1,2,Furnished,,1,,East,Main Road,Rent,Apartment,Mumbai,,F,"1 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 45,000",68442585_6_592c90ce0c3406a965a06114912957b.jpg
3BHK Multistorey Apartment for Rent in Midcity Shiv & Shivam at Andheri West,"95,000",1300 12800,3,3,Furnished,1,10,Freehold,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2008,F,"3 BHK, Multistorey Apartment is available for Rent in Andheri West, Mumbai for 95,000",68498829_5_PropertyImage157-9823889379778.jpg
1BHK Multistorey Apartment for Rent in Marwadi Wadi at Parel,"25,000",515 12800,1,1,Unfurnished,,21,,South - East,Garden/Park,Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Parel, Mumbai for 25,000",68446417_2_PropertyImage181-91267181026637.jpg
3BHK Multistorey Apartment for Rent in SV Om Heights at Dadar,1.5 Lac,1650 12800,3,3,Furnished,,7,,East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"3 BHK, Multistorey Apartment is available for Rent in Dadar, Mumbai for 1.50 Lac(s)",58251561_1_PropertyImage962-8990222158271.jpg
1BHK Multistorey Apartment for Rent in Sanghvi Evana at Worli,"45,000",650 12800,1,1,Semi-Furnished,,13,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Worli, Mumbai for 45,000",58251643_10_PropertyImage421-6785556810042.jpg
3BHK Multistorey Apartment for Rent in Adore Apartment at Bandra West,1 Lac,1800 12800,3,3,Semi-Furnished,,1,,West,Main Road,Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Bandra West, Mumbai for 1.0 Lac(s)",58422157_10_hatsAppImage2021-12-10at10.42.56AM.jpeg
2BHK Multistorey Apartment for Rent in Manisha Building at Dadar West,"65,000",1000 12800,2,2,Unfurnished,,3,,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"2 BHK, Multistorey Apartment is available for Rent in Dadar West, Mumbai for 65,000",68346451_6_PropertyImage175-06246457803286.jpg
3BHK Multistorey Apartment for Rent in Prarthna Heights at Parel,1.2 Lac,1450 12800,3,3,Furnished,,11,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"3 BHK, Multistorey Apartment is available for Rent in Parel, Mumbai for 1.15 Lac(s)",58187187_14_PropertyImage404-58222106283614.jpg
3BHK Multistorey Apartment for Rent in Bandra West,1.8 Lac,1500 12800,3,4,Semi-Furnished,3,14,,,,Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Bandra West, Mumbai for 1.75 Lac(s)",61376541_4_hatsAppImage2022-05-31at11.30.45PM.jpeg
1BHK Multistorey Apartment for Rent in Dadar West,"60,000",610 12800,1,1,Furnished,,4,,West,Main Road,Rent,Apartment,Mumbai,1990,F,"1 BHK, Multistorey Apartment is available for Rent in Dadar West, Mumbai for 60,000",68458911_2_hatsAppImage20230803at6.52.33PM1.jpeg
4BHK Multistorey Apartment for Rent in Chembur East,1.3 Lac,1950 12800,4,4,Unfurnished,1,11,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,,F,"4 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 1.25 Lac(s)",68458353_12_6727cf02b3641f98361eeeaecba2959.jpg
2BHK Multistorey Apartment for Rent in Gurukrupa Jayantam at Ghatkopar East,"52,000",700 12800,2,2,Semi-Furnished,,12,,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Ghatkopar East, Mumbai for 52,000",68460799_4_1691151958476-4733.jpg
1BHK Multistorey Apartment for Rent in Royal Palace at Elphinstone,"44,000",489 12800,1,1,Unfurnished,,4,,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Elphinstone, Mumbai for 44,000",68451569_3_PropertyImage660-7754509729821.jpg
2BHK Multistorey Apartment for Rent in Mahalaxmi Heights at Mahalakshmi,"85,000",965 12800,2,2,Furnished,,9,,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"2 BHK, Multistorey Apartment is available for Rent in Mahalakshmi, Mumbai for 85,000",59563901_1_PropertyImage357-7637941521028.jpg
3BHK Multistorey Apartment for Rent in Subhangan Apartment at Santacruz West,1.9 Lac,1800 12800,3,3,Semi-Furnished,3,5,,,Main Road,Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Santacruz West, Mumbai for 1.90 Lac(s)",68476433_13_hatsAppImage20230804at11.52.52PM.jpeg
3BHK Multistorey Apartment for Rent in Khar West,1.5 Lac,1600 12800,3,3,Semi-Furnished,1,6,,West,Main Road,Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Khar West, Mumbai for 1.50 Lac(s)",68476555_3_hatsAppImage20230804at11.58.26PM.jpeg
3BHK Multistorey Apartment for Rent in Hill Road,3 Lac,1800 12800,3,4,Furnished,3,7,,West,"Pool, Main Road",Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Hill Road, Mumbai for 3.0 Lac(s)",68477167_2_hatsAppImage20230714at11.36.29PM1.jpeg
"1BHK Multistorey Apartment for Rent in Vasant Sagar at Thakur Village, Kandivali East","30,000",600 12800,1,2,Semi-Furnished,,5,,East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2008,F,"1 BHK, Multistorey Apartment is available for Rent in Thakur Village, Mumbai for 30,000",34226595_8_PropertyImage168-0843427165134.jpg
"3BHK Multistorey Apartment for Rent in Alpine at Thakur Village, Kandivali East","85,000",1350 12800,3,3,Semi-Furnished,1,49,,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2008,F,"3 BHK, Multistorey Apartment is available for Rent in Thakur Village, Mumbai for 85,000",63041387_8_PropertyImage556-65684363695.jpg
3BHK Multistorey Apartment for Rent in Kakad Classic Apartment at Khar West,1.3 Lac,1500 12800,3,4,Semi-Furnished,,4,,East,Main Road,Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Khar West, Mumbai for 1.30 Lac(s)",59045175_6_hatsAppImage2022-01-18at4.23.44PM.jpeg
4BHK Multistorey Apartment for Rent in Pali Naka,2.8 Lac,3000 12800,4,5,Semi-Furnished,3,5,,West,Main Road,Rent,Apartment,Mumbai,,F,"4 BHK, Multistorey Apartment is available for Rent in Pali Naka, Mumbai for 2.75 Lac(s)",59059317_2_hatsAppImage2022-01-19at1.27.23PM.jpeg
4BHK Multistorey Apartment for Rent in Bandra,7 Lac,3000 12800,4,5,Semi-Furnished,2,10,,West,Main Road,Rent,Apartment,Mumbai,,F,"4 BHK, Multistorey Apartment is available for Rent in Bandra, Mumbai for 7.0 Lac(s)",59059075_2_hatsAppImage2022-01-19at1.26.27PM.jpeg
3BHK Multistorey Apartment for Rent in Khar West,2.5 Lac,1800 12800,3,4,Furnished,2,7,,West,Main Road,Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Khar West, Mumbai for 2.50 Lac(s)",59092905_3_hatsAppImage2022-01-21at9.13.27AM.jpeg
1BHK Multistorey Apartment for Rent in Marwadi Wadi at Parel,"25,000",450 12800,1,1,Unfurnished,,26,,West,Main Road,Rent,Apartment,Mumbai,2011,F,"1 BHK, Multistorey Apartment is available for Rent in Parel, Mumbai for 25,000",68441237_1_PropertyImage474-1268819455264.jpg
3BHK Multistorey Apartment for Rent in Villa Velloze at Santacruz West,1.5 Lac,1600 12800,3,3,Semi-Furnished,,8,,West,,Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Santacruz West, Mumbai for 1.50 Lac(s)",64332711_3_hatsAppImage2022-11-25at12.55.54AM.jpeg
1BHK Multistorey Apartment for Rent in Neelganga Apartment at Lower Parel,"45,000",550 12800,1,1,Semi-Furnished,,3,,East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2011,F,"1 BHK, Multistorey Apartment is available for Rent in Lower Parel, Mumbai for 45,000",68437135_1_PropertyImage542-3749739154056.jpg
3BHK Multistorey Apartment for Rent in Om Sahyadri Heights at Ghatkopar East,"70,000",900 12800,3,3,Semi-Furnished,,Upper Basement,,North - East,"Main Road, Garden/Park",Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Ghatkopar East, Mumbai for 70,000",68435665_1_1691048683534-301.jpg
2BHK Multistorey Apartment for Rent in Chembur East,"55,000",910 12800,2,2,Furnished,,2,,East,Main Road,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 55,000",68435707_7_c9c31c640b8408283f13370380d9460.jpg
2BHK Multistorey Apartment for Rent in Chembur East,"75,000",975 12800,2,2,Furnished,,5,,East,Main Road,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 75,000",68486383_4_24eddcb571e461fa33d16dcf52d9e45.jpg
2BHK Multistorey Apartment for Rent in Chembur East,"70,000",975 12800,2,2,Furnished,,8,,East,Main Road,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 70,000",68486599_4_7d53e6fc116475daf4c8c031a91e89d.jpg
1BHK Multistorey Apartment for Rent in Pankaj Mansion at Bhim Nagar Worli,"50,000",565 12800,1,1,Semi-Furnished,,3,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Bhim Nagar Worli, Mumbai for 50,000",58672659_5_MG-20210921-WA0023.jpg
2BHK Multistorey Apartment for Rent in Chembur East,"70,000",1300 12800,2,2,Unfurnished,,9,,East,Main Road,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 70,000",68483953_1_144d7ad0d0544b595c5e6651ee6f35a.jpg
1BHK Multistorey Apartment for Rent in Neelganga Apartment at Lower Parel,"45,000",550 12800,1,1,Semi-Furnished,,4,,East,Main Road,Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Lower Parel, Mumbai for 45,000",68485719_7_PropertyImage155-02199980416253.jpg
3BHK Multistorey Apartment for Rent in DLH The Park Residences at Andheri West,1.8 Lac,1650 12800,3,3,Furnished,,31,Freehold,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2008,F,"3 BHK, Multistorey Apartment is available for Rent in Andheri West, Mumbai for 1.80 Lac(s)",68498663_3_PropertyImage902-1754963124366.jpg
4BHK Multistorey Apartment for Rent in Adani Western Heights at Andheri West,2.5 Lac,2640 12800,4,4,Furnished,2,22,Freehold,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2008,F,"4 BHK, Multistorey Apartment is available for Rent in Andheri West, Mumbai for 2.50 Lac(s)",68498951_4_PropertyImage272-8823214361755.jpg
2BHK Multistorey Apartment for Rent in Matunga West,1 Lac,950 12800,2,2,Furnished,1,2,,West,Main Road,Rent,Apartment,Mumbai,1990,F,"2 BHK, Multistorey Apartment is available for Rent in Matunga West, Mumbai for 1.0 Lac(s)",68502795_7_hatsAppImage20230807at12.23.31PM2.jpeg
2BHK Multistorey Apartment for Rent in Neel Sagar Apartment at Reclamation,"75,000",1200 12800,2,2,Semi-Furnished,1,7,,,Main Road,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Reclamation, Mumbai for 75,000",58407917_9_hatsAppImage2021-12-09at12.37.57PM(1).jpeg
2BHK Multistorey Apartment for Rent in Bandra West,"80,000",1200 12800,2,3,Semi-Furnished,2,7,,West,Main Road,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Bandra West, Mumbai for 80,000",58377837_4_hatsAppImage2021-12-07at4.18.41PM.jpeg
1BHK Multistorey Apartment for Rent in Gandharva Darshan at Lower Parel,"40,000",600 12800,1,1,Semi-Furnished,,9,,South -West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Lower Parel, Mumbai for 40,000",58251653_3_PropertyImage624-0651078376775.jpg
3BHK Multistorey Apartment for Rent in Roopkala Apartment at Santacruz West,1.6 Lac,1500 12800,3,3,Furnished,4,7,,West,Garden/Park,Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Santacruz West, Mumbai for 1.60 Lac(s)",61376205_4_hatsAppImage2022-05-31at11.43.17PM(3).jpeg
2BHK Multistorey Apartment for Rent in Bandra West,2 Lac,1200 12800,2,2,Furnished,,13,,West,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Bandra West, Mumbai for 2.0 Lac(s)",61194419_7_hatsAppImage2022-05-20at3.35.45AM(1).jpeg
3BHK Multistorey Apartment for Rent in Chembur East,"95,000",1430 12800,3,3,Unfurnished,,7,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,,F,"3 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 95,000",68458919_7_50122109bef450d9f9597144968026e.jpg
2BHK Multistorey Apartment for Rent in Chembur East,"75,000",1040 12800,2,2,Furnished,2,7,,East,Main Road,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 75,000",68457541_7_23dc413249c4e6fb83a1402a73104e4.jpg
 Studio Apartment for Rent in Silver Dunes at Prabhadevi,"28,000",432 12800,,1,Semi-Furnished,,2,,West,Garden/Park,Rent,Studio Apartment,Mumbai,2010,F,"312 Sq-ft Studio Apartment is available for Rent in Prabhadevi, Mumbai for 28,000",65022113_2_PropertyImage267-4935345047278.jpg
1BHK Multistorey Apartment for Rent in Kshitija Shree Laxmi Residency at Byculla,"37,000",650 12800,1,1,Unfurnished,,9,,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Byculla, Mumbai for 37,000",65014141_2_PropertyImage136-88456146598028.jpg
2BHK Multistorey Apartment for Rent in Sugee Hiranya at Dadar West,"80,000",1000 12800,2,2,Unfurnished,,19,,East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2011,F,"2 BHK, Multistorey Apartment is available for Rent in Dadar West, Mumbai for 80,000",68460769_1_PropertyImage541-3402747234961.jpg
1BHK Multistorey Apartment for Rent in Olympia Tower at Byculla,"35,000",550 12800,1,1,Unfurnished,,4,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Byculla, Mumbai for 35,000",62482379_3_PropertyImage756-3044713291613.jpg
4BHK Multistorey Apartment for Rent in Bandra West,2.3 Lac,2500 12800,4,4,Furnished,,2,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,,F,"4 BHK, Multistorey Apartment is available for Rent in Bandra West, Mumbai for 2.25 Lac(s)",58310639_2_.jpg
2BHK Multistorey Apartment for Rent in Bandra West,1.2 Lac,1300 12800,2,3,Furnished,3,5,,West,Main Road,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Bandra West, Mumbai for 1.20 Lac(s)",68476903_3_hatsAppImage20230805at2.13.05AM4.jpeg
1BHK Multistorey Apartment for Rent in Chembur East,"45,000",585 12800,1,2,Furnished,,8,,East,Main Road,Rent,Apartment,Mumbai,,F,"1 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 45,000",68475921_6_0acddd3f07a4cda921b6545d69be6fb.jpg
2BHK Multistorey Apartment for Rent in Chembur East,"85,000",1040 12800,2,2,Furnished,,9,,East,Main Road,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 85,000",68474691_6_9695ecdf29a49e29dd5cf91a6fdb5a2.jpg
2BHK Multistorey Apartment for Rent in Chembur East,"83,000",975 12800,2,2,Furnished,,19,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 83,000",68475231_6_07a44202f4a4ef083c28cadd2cdf13d.jpg
2BHK Multistorey Apartment for Rent in Chembur East,"70,000",975 12800,2,2,Furnished,1,11,,East,Main Road,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Chembur East, Mumbai for 70,000",68475581_1_01dd35cead54ccd9376b224b191df98.jpg
2BHK Multistorey Apartment for Rent in Bandra West,"95,000",1100 12800,2,2,Semi-Furnished,,1,,East,,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Bandra West, Mumbai for 95,000",68477049_3_hatsAppImage20230724at3.18.01AM3.jpeg
2BHK Multistorey Apartment for Rent in Mount Mary,1 Lac,1200 12800,2,2,Furnished,,6,,West,Main Road,Rent,Apartment,Mumbai,,F,"2 BHK, Multistorey Apartment is available for Rent in Mount Mary, Mumbai for 1.0 Lac(s)",58516717_2_hatsAppImage2021-12-15at6.22.18PM.jpeg
4BHK Multistorey Apartment for Rent in Writer Residences Apartment at Bandra West,5.8 Lac,3500 12800,4,4,Semi-Furnished,2,7,,West,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,,F,"4 BHK, Multistorey Apartment is available for Rent in Bandra West, Mumbai for 5.75 Lac(s)",59044749_1_hatsAppImage2022-01-18at12.58.42PM(8).jpeg
1BHK Multistorey Apartment for Rent in Shiv Shaila at Worli,"45,000",700 12800,1,2,Furnished,,1,,East,Main Road,Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Worli, Mumbai for 45,000",Project-Photo-3-Shiv-Shaila-Mumbai-5034722_972_778.JPEG
1BHK Multistorey Apartment for Rent in Kshitija Shree Laxmi Residency at Byculla,"35,000",605 12800,1,1,Unfurnished,,5,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Byculla, Mumbai for 35,000",62622041_2_ff328a3-0c88-4f20-a487-b5943ac4a9b0.jpg
1BHK Multistorey Apartment for Rent in Mahavir Darshan at Lower Parel,"45,000",650 12800,1,2,Semi-Furnished,1,4,,West,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Lower Parel, Mumbai for 45,000",2021/10/11/Project-Photo-9-Mahavir-Darshan-Mumbai-5105519_1500_2000.jpg
1BHK Multistorey Apartment for Rent in Mahalaxmi CHS at Worli,"30,500",525 12800,1,1,Unfurnished,,6,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010,F,"1 BHK, Multistorey Apartment is available for Rent in Worli, Mumbai for 30,500",
"1BHK Multistorey Apartment for Rent in Vasant Sagar at Thakur Village, Kandivali East","32,000",575 12800,1,2,Semi-Furnished,1,4,,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2008,F,"1 BHK, Multistorey Apartment is available for Rent in Thakur Village, Mumbai for 32,000",59046917_4_PropertyImage912-1745508495047.jpg
3BHK Multistorey Apartment for Rent in Wadala West,1.5 Lac,1950 12800,3,3,Semi-Furnished,2,17,,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2011,F,"3 BHK, Multistorey Apartment is available for Rent in Wadala West, Mumbai for 1.50 Lac(s)",68628539_8_hatsAppImage20230816at3.25.22PM.jpeg
2BHK Builder Floor Apartment for Rent in Wadala West,"45,000",750 12800,2,2,Furnished,1,1,,East,"Garden/Park, Main Road",Rent,Builder Floor Apartment,Mumbai,2007,F,"2 BHK, Builder Floor Apartment is available for Rent in Wadala West, Mumbai for 45,000",17660402_7_PropertyImage769-4590293157172.jpg
2BHK Multistorey Apartment for Rent in Wadala West,"50,000",760 12800,2,2,Semi-Furnished,1,Ground,,East,Main Road,Rent,Apartment,Mumbai,2007,F,"2 BHK, Multistorey Apartment is available for Rent in Wadala West, Mumbai for 50,000",17319854_2_PropertyImage192-51254859412947.jpg
2BHK Builder Floor Apartment for Rent in Sion,"39,000",595 12800,2,2,Unfurnished,1,1,,East,"Garden/Park, Main Road",Rent,Builder Floor Apartment,Mumbai,2007,F,"2 BHK, Builder Floor Apartment is available for Rent in Sion, Mumbai for 39,000",17038632_13_PropertyImage281-1403885897324.jpg
